costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
2891400000,USD,752800000,10-K,2015-06-27,0,2015,1712500000,120000000,146000000,0,128000000,128000000,3851100000,752800000,0,248000000,2015-08-13,187800000,704200000,PRGO,4603900000
2613100000,USD,620000000,10-K,2014-06-28,0,2014,1447700000,67300000,103500000,0,205300000,205300000,3440800000,620000000,0,272600000,2014-08-14,152500000,619900000,PRGO,4060800000
2259800000,USD,691000000,10-K,2013-06-29,0,2013,1280000000,165700000,65800000,0,442000000,442000000,2848800000,691000000,0,607700000,2013-08-15,115200000,426300000,PRGO,3539800000
2077651000,USD,577981000,10-K,2012-06-30,0,2012,1095598000,119015000,60736000,0,401613000,401613000,2595268000,577981000,0,511989000,2012-08-16,105774000,372721000,PRGO,3173249000
1810159000,USD,491238000,10-K,2011-06-25,0,2011,944870000,109996000,42312000,0,339197000,339197000,2263791000,491238000,0,450554000,2011-08-16,89250000,329698000,PRGO,2755029000
1522854000,USD,364418000,10-K,2010-06-26,0,2010,746016000,84089000,28778000,0,222546000,222546000,1904452000,364418000,0,308186000,2010-08-12,82509000,270701000,PRGO,2268870000
1410865000,USD,262233000,10-K,2009-06-27,0,2009,595997000,62682000,27154000,0,144049000,144049000,1744629000,262233000,0,203780000,2009-08-18,77922000,231639000,PRGO,2006862000
1271170000,USD,202578000,10-K,2008-06-28,0,2008,550961000,44671000,17233000,0,135773000,135773000,1619553000,202578000,0,180444000,2008-08-18,72191000,245169000,PRGO,1822131000
1045803000,USD,107682000,10-K,2007-06-30,0,2007,401625000,15257000,16020000,0,73797000,73797000,1339746000,107682000,0,89054000,2007-08-23,66480000,199037000,PRGO,1447428000
969080000,USD,120178000,10-K,2006-07-01,0,2006,397741000,34535000,15207000,0,71400000,71400000,1246643000,120178000,0,105935000,2006-08-15,52293000,197936000,PRGO,1366821000
763709000,USD,62709000,10-K,2005-06-25,0,2005,260389000,22290000,0,0,-352983000,-352983000,961389000,62709000,0,-330693000,2005-09-07,38419000,140581000,PRGO,1024098000
630240000,USD,102896000,10-K,2004-06-26,0,2004,267964000,25416000,0,0,80567000,80567000,795308000,102896000,0,105983000,2004-08-11,27721000,122193000,PRGO,898204000
596076000,USD,82050000,10-K,2003-06-28,0,2003,229911000,32210000,0,0,54048000,54048000,743937000,82050000,0,86258000,2003-08-15,23315000,108983000,PRGO,825987000
614419000,USD,77768000,10-K,2002-06-29,0,2002,211903000,38157000,0,0,50197000,50197000,748554000,77768000,0,88354000,2002-09-18,19892000,97916000,PRGO,826322000
568994000,USD,58891000,10-K,2001-06-30,0,2001,184494000,16203000,0,0,27656000,27656000,694597000,58891000,0,43859000,2001-09-07,17634000,92821000,PRGO,753488000
583314000,USD,32373000,10-K405,2000-07-01,0,2000,155241000,11187000,0,0,19298000,19298000,706182000,32373000,0,30485000,2000-09-06,16314000,89676000,PRGO,738555000
691893000,USD,20240000,10-K405,1999-07-03,0,1999,185694000,2468000,0,0,1546000,1546000,857347000,20240000,0,4014000,1999-10-01,14867000,117623000,PRGO,877587000
670775000,USD,70341000,10-K405,1998-06-30,0,1998,231862000,-14356000,0,0,-51636000,-51636000,832296000,70341000,0,-65992000,1998-10-06,15942000,113584000,PRGO,902637000
767900000,USD,51900000,10-Q,2023-04-01,1,2023,413800000,5400000,43700000,0,-3000000,-3000000,1130500000,51200000,700000,4300000,2023-05-09,31100000,302900000,PRGO,1181700000
772600000,USD,41300000,10-K,2022-12-31,4,2022,382600000,-1700000,40900000,0,-23700000,-23700000,1113800000,41400000,-100000,-14300000,2023-02-28,32500000,280200000,PRGO,1155200000
737300000,USD,52200000,10-Q,2022-10-01,3,2022,362900000,48600000,41000000,0,-49400000,-49400000,1048100000,52100000,100000,-3500000,2022-11-08,29800000,250400000,PRGO,1100200000
749600000,USD,2600000,10-Q,2022-07-02,2,2022,372100000,-43400000,38300000,0,-65100000,-65100000,1119200000,2500000,100000,-108300000,2022-08-09,31500000,308600000,PRGO,1121700000
736700000,USD,25300000,10-Q,2022-04-02,1,2022,337800000,-11700000,35800000,0,-2400000,-2400000,1048300000,26200000,-900000,-13000000,2022-05-11,29300000,257900000,PRGO,1074500000
742500000,USD,63500000,10-K,2021-12-31,4,2021,362400000,-22200000,30500000,0,9600000,9600000,1041400000,63500000,0,9900000,2022-03-01,30300000,245300000,PRGO,1104900000
706300000,USD,442800000,10-Q,2021-10-02,3,2021,336400000,442800000,30900000,0,-58900000,-58900000,1017500000,25200000,417600000,388900000,2021-11-12,27600000,260300000,PRGO,1042700000
632100000,USD,41700000,10-Q,2021-07-03,2,2021,349000000,-45200000,31600000,0,-57700000,-57700000,939400000,41700000,0,-157100000,2021-08-11,33000000,250200000,PRGO,981100000
641600000,USD,52400000,10-Q,2021-04-03,1,2021,368400000,14200000,32000000,0,38100000,38100000,957600000,52400000,0,17000000,2021-05-12,31100000,262600000,PRGO,1010000000
820300000,USD,93800000,10-K,2020-12-31,4,2020,469200000,-33200000,33600000,0,-175000000,-175000000,1195700000,93800000,0,-208200000,2021-03-01,46100000,303500000,PRGO,1289500000
785600000,USD,107700000,10-Q,2020-09-26,3,2020,428100000,26900000,34000000,0,-154600000,-154600000,1106000000,107700000,0,-127700000,2020-11-05,42600000,254900000,PRGO,1213700000
784400000,USD,118500000,10-Q,2020-06-27,2,2020,434700000,11200000,33400000,0,60600000,60600000,1100600000,118500000,0,71800000,2020-08-05,47100000,246400000,PRGO,1219100000
857800000,USD,145700000,10-Q,2020-03-28,1,2020,483200000,8300000,30200000,0,106400000,106400000,1195300000,145700000,0,114700000,2020-05-05,41900000,270300000,PRGO,1341000000
841900000,USD,134400000,10-K,2019-12-31,4,2019,480900000,-15200000,31400000,0,-19000000,-19000000,1188400000,134400000,0,-34200000,2020-02-27,59300000,263000000,PRGO,1322800000
778300000,USD,70500000,10-Q,2019-09-28,3,2019,412800000,5100000,30500000,0,92200000,92200000,1120600000,70500000,0,97300000,2019-11-06,44000000,266000000,PRGO,1191100000
718200000,USD,95000000,10-Q,2019-06-29,2,2019,430800000,18000000,31200000,0,9000000,9000000,1054000000,95000000,0,27000000,2019-08-08,43900000,267300000,PRGO,1149000000
725700000,USD,115700000,10-Q,2019-03-30,1,2019,448800000,17000000,28600000,0,63900000,63900000,1058800000,115700000,0,80900000,2019-05-09,40200000,273700000,PRGO,1174500000
752200000,USD,106200000,10-K,2018-12-31,4,2018,443000000,122300000,32800000,0,81500000,81500000,1089000000,106200000,0,203800000,2019-02-27,44600000,270400000,PRGO,1195200000
708300000,USD,117800000,10-Q,2018-09-29,3,2018,424800000,-11500000,31700000,0,-67500000,-67500000,1015300000,117800000,0,-79000000,2018-11-08,43700000,240300000,PRGO,1133100000
715400000,USD,100100000,10-Q,2018-06-30,2,2018,471000000,19100000,32100000,0,36200000,36200000,1086300000,100100000,0,55300000,2018-08-09,91900000,252000000,PRGO,1186400000
724300000,USD,157800000,10-Q,2018-03-31,1,2018,492700000,29700000,31400000,0,80800000,80800000,1059200000,157800000,0,110500000,2018-05-08,38400000,268900000,PRGO,1217000000
770300000,USD,165000000,10-K,2017-12-31,4,2017,512700000,58800000,35000000,0,73100000,73100000,1154800000,128200000,36800000,131900000,2018-03-01,46900000,278500000,PRGO,1283000000
733500000,USD,174000000,10-Q,2017-09-30,3,2017,497800000,84200000,34700000,0,44500000,44500000,1060200000,171100000,2900000,128700000,2017-11-09,38400000,266800000,PRGO,1231300000
733300000,USD,188300000,10-Q,2017-07-01,2,2017,504600000,-6700000,45100000,0,-69600000,-69600000,1051300000,186600000,1700000,-76300000,2017-08-10,42600000,253800000,PRGO,1237900000
729600000,USD,179400000,10-Q,2017-04-01,1,2017,464400000,24200000,53300000,0,71600000,71600000,1014600000,179400000,0,95800000,2017-05-30,39800000,260400000,PRGO,1194000000
772000000,USD,112200000,10-K,2016-12-31,4,2016,465900000,-280400000,53400000,0,-1694100000,-1694100000,1125700000,112200000,0,-1974500000,2017-05-22,41500000,289800000,PRGO,1237900000
848600000,USD,171300000,10-Q,2016-10-01,3,2016,506300000,-316300000,54600000,0,-1255200000,-1255200000,1183600000,171300000,0,-1571500000,2016-11-10,50200000,263200000,PRGO,1354900000
794000000,USD,201100000,10-Q/A,2016-07-02,2,2016,546500000,-277900000,57400000,0,-534300000,-534300000,1139400000,201100000,0,-812200000,2017-05-22,47000000,275900000,PRGO,1340500000
814200000,USD,177700000,10-Q/A,2016-04-02,1,2016,533100000,39100000,51200000,0,-529200000,-529200000,1169600000,177700000,0,-490100000,2017-05-22,45300000,288300000,PRGO,1347300000
728500000,USD,207900000,10-K,2014-06-28,4,2014,415700000,33800000,26200000,0,131800000,131800000,936300000,207900000,0,165600000,2014-08-14,38000000,155600000,PRGO,1144200000
689200000,USD,122800000,10-Q,2014-03-29,3,2014,315000000,14600000,26200000,0,48100000,48100000,881400000,122800000,0,62700000,2014-05-07,44700000,133600000,PRGO,1004200000
618300000,USD,107500000,10-Q,2013-12-28,2,2014,360700000,-27000000,29700000,0,-86000000,-86000000,871500000,107500000,0,-113000000,2014-02-06,37500000,201700000,PRGO,979000000
577100000,USD,181800000,10-Q,2013-09-28,1,2014,356300000,45900000,21400000,0,111400000,111400000,751600000,181800000,0,157300000,2013-11-04,32300000,129000000,PRGO,933400000
597826000,USD,246985000,10-K,2013-06-29,4,2013,413895000,59779000,21846000,0,153663000,153663000,764736000,246985000,0,213442000,2013-08-15,38713000,115229000,PRGO,1011721000
588464000,USD,178606000,10-Q,2013-03-30,3,2013,331361000,48163000,16070000,0,111924000,111924000,741219000,178606000,0,160087000,2013-05-07,28526000,111660000,PRGO,919825000
575794000,USD,163857000,10-Q,2012-12-29,2,2013,307165000,39463000,15314000,0,105955000,105955000,719102000,163857000,0,145418000,2013-02-01,28323000,103286000,PRGO,882959000
497716000,USD,101552000,10-Q,2012-09-29,1,2013,227579000,18295000,12570000,0,70458000,70458000,623743000,101552000,0,88753000,2012-11-07,19638000,96125000,PRGO,725295000
537896000,USD,162610000,10-K,2012-06-30,4,2012,293871000,37290000,15874000,0,115689000,115689000,669157000,162610000,0,144340000,2012-08-16,27038000,94641000,PRGO,831767000
498744000,USD,153151000,10-Q,2012-03-31,3,2012,279273000,18894000,16651000,0,115727000,115727000,624866000,153151000,0,134621000,2012-05-08,27950000,87991000,PRGO,778017000
543295000,USD,160668000,10-Q,2011-12-31,2,2012,294875000,44536000,15641000,0,99739000,99739000,677502000,160668000,0,144275000,2012-02-07,31148000,93964000,PRGO,838170000
497716000,USD,101552000,10-Q,2011-09-24,1,2012,227579000,18295000,12570000,0,70458000,70458000,623743000,101552000,0,88753000,2011-10-27,19638000,96125000,PRGO,725295000
4144093000,USD,975086000,10-K,2022-12-31,0,2022,3094049000,239036000,-8008000,0,657919000,657919000,6263056000,975086000,0,896955000,2023-02-10,0,2117296000,RHI,7238142000
3765416000,USD,742505000,10-K,2021-12-31,0,2021,2696028000,205154000,-197000,0,598626000,598626000,5718939000,742505000,0,803780000,2022-02-14,0,1951282000,RHI,6461444000
3096389000,USD,345351000,10-K,2020-12-31,0,2020,2012611000,115606000,-1343000,0,306276000,306276000,4763649000,345351000,0,421882000,2021-02-12,0,1666041000,RHI,5109000000
3543913000,USD,620390000,10-K,2019-12-31,0,2019,2530519000,171082000,-5125000,0,454433000,454433000,5454042000,620390000,0,625515000,2020-02-14,0,1908768000,RHI,6074432000
3390257000,USD,587220000,10-K,2018-12-31,0,2018,2410014000,157314000,-4382000,0,434288000,434288000,5213051000,587220000,0,591602000,2019-02-15,0,1821089000,RHI,5800271000
3102977000,USD,515717000,10-K,2017-12-31,0,2017,2163812000,226932000,-1799000,0,290584000,290584000,4751072000,515717000,0,517516000,2018-02-20,0,1646532000,RHI,5266789000
3089723000,USD,553222000,10-K,2016-12-31,0,2016,2160676000,210721000,-888000,0,343389000,343389000,4697177000,553222000,0,554110000,2017-02-13,0,1606217000,RHI,5250399000
2980462000,USD,580480000,10-K,2015-12-31,0,2015,2114471000,223234000,-550000,0,357796000,357796000,4514453000,580480000,0,581030000,2016-02-17,0,1533799000,RHI,5094933000
2772098000,USD,496625000,10-K,2014-12-31,0,2014,1922916000,191421000,-724000,0,305928000,305928000,4198389000,496625000,0,497349000,2015-02-13,0,1425734000,RHI,4695014000
2522803000,USD,396577000,10-K,2013-12-31,0,2013,1723092000,145384000,-1002000,0,252192000,252192000,3849318000,396577000,0,397579000,2014-02-14,0,1324815000,RHI,4245895000
2462153000,USD,343048000,10-K,2012-12-31,0,2012,1649060000,134303000,-1197000,0,208861000,208861000,3768165000,343048000,0,344245000,2013-02-15,0,1305614000,RHI,4111213000
2287374000,USD,249265000,10-K,2011-12-31,0,2011,1489602000,100294000,-951000,0,147763000,147763000,3527711000,249265000,0,250216000,2012-02-17,0,1240184000,RHI,3776976000
1981060000,USD,114589000,10-K,2010-12-31,0,2010,1194033000,49099000,-579000,0,63729000,63729000,3060504000,114589000,0,115168000,2011-02-17,0,1079033000,RHI,3175093000
1932868000,USD,65320000,10-K,2009-12-31,0,2009,1103679000,29500000,-1443000,0,35067000,35067000,2971227000,65320000,0,66763000,2010-02-19,0,1036899000,RHI,3036547000
2686983000,USD,414115000,10-K,2008-12-31,0,2008,1913571000,169095000,-5161000,0,250181000,250181000,4186439000,414115000,0,419276000,2009-02-19,0,1496839000,RHI,4600554000
2667838000,USD,477277000,10-K,2007-12-31,0,2007,1977828000,194192000,-13127000,0,296212000,296212000,4168389000,477277000,0,490404000,2008-02-20,0,1497957000,RHI,4645666000
2319293000,USD,449450000,10-K,2006-12-31,0,2006,1694253000,183024000,-16752000,0,283178000,283178000,3564096000,449450000,0,466202000,2007-02-23,0,1243952000,RHI,4013546000
1965390000,USD,381226000,10-K,2005-12-31,0,2005,1373049000,154304000,-10948000,0,237870000,237870000,2957213000,381226000,0,392174000,2006-03-06,0,991488000,RHI,3338439000
1619394000,USD,230895000,10-K,2004-12-31,0,2004,1056302000,94061000,-3770000,0,140604000,140604000,2444801000,230895000,0,234665000,2005-02-23,0,824382000,RHI,2675696000
1248253000,USD,9112000,10-K,2003-12-31,0,2003,726738000,5325000,-2603000,0,6390000,6390000,1965879000,9112000,0,11715000,2004-03-08,0,707349000,RHI,1974991000
1190216000,USD,-1088000,10K,2002-12-31,0,2002,714735000,1329000,-4585000,0,2168000,2168000,1906039000,-1088000,0,3497000,2003-03-26,0,709542000,RHI,1904951000
1436272000,USD,187765000,10K,2001-12-31,0,2001,1016578000,75177000,-8519000,0,121107000,121107000,2265085000,187765000,0,196284000,2002-03-18,0,823478000,RHI,2452850000
1538556000,USD,291188000,10K,2000-12-31,0,2000,1160763000,115524000,-10439000,0,186103000,186103000,2408131000,291188000,0,301627000,2001-03-23,0,864418000,RHI,2699319000
1219270000,USD,228656000,10K,1999-12-31,0,1999,862051000,93256000,-6041000,0,141441000,141441000,1852665000,228656000,0,234697000,2000-03-08,0,628405000,RHI,2081321000
1070834000,USD,215588000,10K,1998-12-31,0,1998,722207000,89596000,-5588000,0,131580000,131580000,1577453000,215588000,0,221176000,1999-03-17,0,501626000,RHI,1793041000
1026603000,USD,136782000,10-Q,2023-03-31,1,2023,689732000,46893000,-4825000,0,122005000,122005000,1579553000,136782000,0,168898000,2023-05-03,0,552229000,RHI,1716335000
1007979000,USD,173501000,10-K,2022-12-31,4,2022,719047000,55445000,-4778000,0,147653000,147653000,1553525000,173501000,0,203098000,2023-02-10,0,545129000,RHI,1727026000
1045846000,USD,238613000,10-Q,2022-09-30,3,2022,787609000,59418000,-2346000,0,166206000,166206000,1594842000,238613000,0,225624000,2022-10-28,0,548579000,RHI,1833455000
1047280000,USD,305737000,10-Q,2022-06-30,2,2022,815547000,65012000,-718000,0,175821000,175821000,1557090000,305737000,0,240833000,2022-08-03,0,509394000,RHI,1862827000
1042988000,USD,257235000,10-Q,2022-03-31,1,2022,771846000,59161000,-166000,0,168239000,168239000,1557599000,257235000,0,227400000,2022-05-04,0,514194000,RHI,1814834000
1025799000,USD,159252000,10-K,2021-12-31,4,2021,744118000,54210000,-65000,0,167944000,167944000,1570867000,199050000,-39798000,222154000,2022-02-14,0,544551000,RHI,1769917000
987239000,USD,229179000,10-Q,2021-09-30,3,2021,725327000,56787000,-238000,0,170871000,170871000,1483387000,229179000,0,227658000,2021-10-29,0,495576000,RHI,1712566000
915709000,USD,204013000,10-Q,2021-06-30,2,2021,664872000,54649000,151000,0,149213000,149213000,1404378000,176203000,27810000,203862000,2021-08-04,0,488093000,RHI,1580581000
836669000,USD,150061000,10-Q,2021-03-31,1,2021,561711000,39508000,-45000,0,110598000,110598000,1260307000,138073000,11988000,150106000,2021-04-30,0,423062000,RHI,1398380000
792615000,USD,54318000,10-K,2020-12-31,4,2020,511471000,35169000,-79000,0,94416000,94416000,1223673000,80413000,-26095000,129585000,2021-02-12,0,430841000,RHI,1304086000
722551000,USD,102308000,10-Q,2020-09-30,3,2020,467346000,26761000,-202000,0,75749000,75749000,1113684000,76213000,26095000,102510000,2020-11-02,0,390799000,RHI,1189897000
685249000,USD,57919000,10-Q,2020-06-30,2,2020,423077000,11828000,-105000,0,46196000,46196000,1050407000,57919000,0,58024000,2020-08-03,0,364828000,RHI,1108326000
895974000,USD,130806000,10-Q,2020-03-31,1,2020,610717000,41848000,-957000,0,89915000,89915000,1375885000,130806000,0,131763000,2020-05-04,0,479573000,RHI,1506691000
898441000,USD,152890000,10-K,2019-12-31,4,2019,638944000,41405000,-1357000,0,112842000,112842000,1384495000,152890000,0,154247000,2020-02-14,0,485715000,RHI,1537385000
905686000,USD,162552000,10-Q,2019-09-30,3,2019,646446000,46601000,-1230000,0,117181000,117181000,1389580000,162552000,0,163782000,2019-11-12,0,483555000,RHI,1552132000
878844000,USD,159061000,10-Q,2019-06-30,2,2019,637541000,45491000,-1042000,0,114612000,114612000,1357324000,159061000,0,160103000,2019-08-02,0,478139000,RHI,1516385000
860942000,USD,145887000,10-Q,2019-03-31,1,2019,607588000,37585000,-1496000,0,109798000,109798000,1322643000,145887000,0,147383000,2019-05-06,0,461359000,RHI,1468530000
861596000,USD,153538000,10-K,2018-12-31,4,2018,620062000,41419000,-1445000,0,113564000,113564000,1328120000,153538000,0,154983000,2019-02-15,0,466153000,RHI,1481658000
855758000,USD,150709000,10-Q,2018-09-30,3,2018,610468000,36663000,-1196000,0,115242000,115242000,1315517000,150709000,0,151905000,2018-11-01,0,459330000,RHI,1466226000
849936000,USD,149069000,10-Q,2018-06-30,2,2018,607118000,40760000,-1006000,0,109315000,109315000,1307985000,149069000,0,150075000,2018-08-02,0,457607000,RHI,1457054000
822967000,USD,133904000,10-Q,2018-03-31,1,2018,572366000,38472000,-735000,0,96167000,96167000,1261429000,133904000,0,134639000,2018-05-03,0,437999000,RHI,1395333000
793136000,USD,128347000,10-K,2017-12-31,4,2017,553146000,81991000,-691000,0,47047000,47047000,1217935000,128347000,0,129038000,2018-02-20,0,424383000,RHI,1346282000
778309000,USD,131740000,10-Q,2017-09-30,3,2017,546400000,47570000,-530000,0,84700000,84700000,1192969000,131740000,0,132270000,2017-11-03,0,414179000,RHI,1324709000
769990000,USD,130352000,10-Q,2017-06-30,2,2017,538438000,50391000,-355000,0,80316000,80316000,1178076000,130352000,0,130707000,2017-08-03,0,407721000,RHI,1308428000
761542000,USD,125278000,10-Q,2017-03-31,1,2017,525828000,46980000,-223000,0,78521000,78521000,1162092000,125278000,0,125501000,2017-05-05,0,400249000,RHI,1287370000
745871000,USD,124388000,10-K,2016-12-31,4,2016,519202000,46793000,-193000,0,77788000,77788000,1140685000,124388000,0,124581000,2017-02-13,0,394505000,RHI,1265073000
786032000,USD,146041000,10-Q,2016-09-30,3,2016,552509000,55755000,-283000,0,90569000,90569000,1192500000,146041000,0,146324000,2016-11-03,0,406142000,RHI,1338541000
787167000,USD,149183000,10-Q,2016-06-30,2,2016,556993000,57798000,-231000,0,91616000,91616000,1194977000,149183000,0,149414000,2016-08-04,0,407496000,RHI,1344160000
770653000,USD,133610000,10-Q,2016-03-31,1,2016,531972000,50375000,-181000,0,83416000,83416000,1169015000,133610000,0,133791000,2016-05-06,0,398074000,RHI,1302625000
764513000,USD,144165000,10-K,2015-12-31,4,2015,540081000,50872000,-150000,0,93443000,93443000,1160429000,144165000,0,144315000,2016-02-17,0,395724000,RHI,1304594000
762917000,USD,159066000,10-Q,2015-09-30,3,2015,549801000,62581000,-240000,0,96725000,96725000,1153652000,159066000,0,159306000,2015-11-02,0,390735000,RHI,1312718000
741556000,USD,149147000,10-Q,2015-06-30,2,2015,530502000,59529000,-88000,0,89706000,89706000,1122911000,149147000,0,149235000,2015-08-03,0,381355000,RHI,1272058000
711476000,USD,128102000,10-Q,2015-03-31,1,2015,494087000,50252000,-72000,0,77922000,77922000,1077461000,128102000,0,128174000,2015-05-08,0,365985000,RHI,1205563000
720693000,USD,133167000,10-K,2014-12-31,4,2014,500757000,49268000,-154000,0,84053000,84053000,1088283000,133167000,0,133321000,2015-02-13,0,367590000,RHI,1221450000
719088000,USD,138253000,10-Q,2014-09-30,3,2014,505220000,53177000,-108000,0,85184000,85184000,1086055000,138253000,0,138361000,2014-10-31,0,366967000,RHI,1224308000
686470000,USD,123429000,10-Q,2014-06-30,2,2014,478444000,48513000,-224000,0,75140000,75140000,1041485000,123429000,0,123653000,2014-08-01,0,354791000,RHI,1164914000
645847000,USD,101776000,10-Q,2014-03-31,1,2014,438495000,40463000,-238000,0,61551000,61551000,982566000,101776000,0,102014000,2014-05-09,0,336386000,RHI,1084342000
640648000,USD,103665000,10-K,2013-12-31,4,2013,443216000,37009000,-229000,0,66882000,66882000,980199000,103665000,0,103894000,2014-02-14,0,339151000,RHI,1083864000
637641000,USD,103480000,10-Q,2013-09-30,3,2013,437478000,37355000,-233000,0,66358000,66358000,971639000,103480000,0,103713000,2013-11-01,0,333565000,RHI,1075119000
631120000,USD,100360000,10-Q,2013-06-30,2,2013,432108000,37507000,-236000,0,63089000,63089000,962868000,100360000,0,100596000,2013-08-02,0,331314000,RHI,1063228000
613394000,USD,89072000,10-Q,2013-03-31,1,2013,410290000,33513000,-304000,0,55863000,55863000,934612000,89072000,0,89376000,2013-05-06,0,320785000,RHI,1023684000
617788000,USD,96912000,10-K,2012-12-31,4,2012,416425000,38623000,-330000,0,57538000,57538000,937301000,96912000,0,97242000,2013-02-15,0,319302000,RHI,1034213000
617924000,USD,94119000,10-Q,2012-09-30,3,2012,415249000,36807000,-348000,0,57660000,57660000,939054000,94119000,0,94467000,2012-11-08,0,321030000,RHI,1033173000
613080000,USD,71987000,10-Q,2012-06-30,2,2012,415303000,26943000,-285000,0,45329000,45329000,956396000,71987000,0,72272000,2012-08-03,0,343264000,RHI,1028383000
613361000,USD,80030000,10-Q,2012-03-31,1,2012,402083000,31930000,-234000,0,48334000,48334000,935414000,80030000,0,80264000,2012-05-04,0,322018000,RHI,1015444000
1342900000,USD,431300000,10-Q,2023-03-31,2,2023,932500000,56500000,34500000,-5400000,299000000,299000000,1844100000,431300000,0,351400000,2023-04-27,0,501200000,ROK,2275400000
1167400000,USD,344100000,10-Q,2022-12-31,1,2023,813600000,89200000,32800000,-5300000,382500000,382500000,1636900000,344100000,0,467900000,2023-01-26,0,469500000,ROK,1981000000
1239900000,USD,437700000,10-K,2022-09-30,4,2022,886400000,69800000,29900000,-2900000,337800000,337800000,1688600000,437700000,0,405800000,2022-11-08,0,448700000,ROK,2126300000
1166300000,USD,360400000,10-Q,2022-06-30,3,2022,802400000,49400000,30200000,-3100000,296900000,296900000,1608300000,360400000,0,344200000,2022-07-27,0,442000000,ROK,1968700000
1144000000,USD,235600000,10-Q,2022-03-31,2,2022,664100000,-8300000,29600000,-4500000,53800000,53800000,1572500000,235600000,0,41100000,2022-05-03,0,428500000,ROK,1808100000
1108200000,USD,301600000,10-Q,2021-12-31,1,2022,749100000,43600000,29100000,-2600000,240800000,240800000,1555700000,301600000,0,282500000,2022-01-27,0,447500000,ROK,1857300000
1088400000,USD,272200000,10-K,2021-09-30,4,2021,719400000,-70300000,25800000,-3900000,78400000,78400000,1535600000,272200000,0,4300000,2021-11-09,0,447200000,ROK,1807800000
1083800000,USD,327500000,10-Q,2021-06-30,3,2021,764400000,44500000,22100000,-2300000,270900000,270900000,1520700000,327500000,0,313500000,2021-07-27,0,436900000,ROK,1848200000
0,USD,220899000,10-K,2013-12-31,4,2013,584016000,290000,149480000,4894000,109940000,109940000,484709000,99307000,48000,2122917000,2014-02-27,0,15159000,EQR,584016000
0,USD,115732000,10-Q,2013-09-30,3,2013,629446000,493000,120035000,14525000,376155000,376155000,508052000,121394000,-2437000,-11974000,2013-11-07,0,14438000,EQR,629446000
0,USD,77475000,10-Q,2013-06-30,2,2013,635078000,428000,122950000,11973000,323723000,323723000,564045000,71033000,14616000,-51027000,2013-08-08,0,16086000,EQR,635078000
0,USD,71163000,10-Q,2013-03-31,1,2013,539162000,407000,195685000,43348000,1016650000,1016650000,421633000,117529000,0,-152945000,2013-05-09,0,16496000,EQR,539162000
0,USD,194748000,10-K,2012-12-31,4,2012,496131000,-79000,110850000,17382000,365979000,365979000,370991000,125140000,0,694497000,2013-02-21,0,10070000,EQR,496131000
0,USD,184124000,10-Q,2012-09-30,3,2012,556144000,222000,113876000,10184000,218603000,218603000,372017000,184127000,0,132903000,2012-11-01,0,10096000,EQR,556144000
0,USD,165711000,10-Q,2012-06-30,2,2012,543781000,214000,115618000,5051000,99797000,99797000,378070000,165711000,0,36772000,2012-08-02,0,13394000,EQR,543781000
0,USD,146152000,10-Q,2012-03-31,1,2012,527659000,191000,118703000,6868000,141833000,141833000,381507000,146152000,0,17580000,2012-05-03,0,13688000,EQR,527659000
0,USD,806690000,10-K,2022-12-31,0,2022,2735180000,900000,282920000,30084000,773821000,773821000,1923459000,811721000,0,807895000,2023-02-16,0,58710000,EQR,2735180000
0,USD,617029000,10-K,2021-12-31,0,2021,2463997000,915000,272473000,63864000,1329760000,1329760000,1843570000,620427000,0,1397624000,2022-02-17,0,56506000,EQR,2463997000
0,USD,782899000,10-K,2020-12-31,0,2020,2571705000,852000,365073000,48865000,910546000,910546000,1785522000,786183000,0,929119000,2021-02-18,0,48305000,EQR,2571705000
0,USD,976896000,10-K,2019-12-31,0,2019,2701075000,-2281000,390076000,39331000,967287000,967287000,1792168000,908907000,2044000,1007427000,2020-02-20,0,52757000,EQR,2701075000
0,USD,856582000,10-K,2018-12-31,0,2018,2578434000,878000,413360000,27657000,654445000,654445000,1719172000,859262000,987000,686070000,2019-02-21,0,53813000,EQR,2578434000
0,USD,864961000,10-K,2017-12-31,0,2017,2471406000,478000,383890000,24927000,600363000,600363000,1622242000,849164000,19167000,628859000,2018-02-22,0,52224000,EQR,2471406000
0,USD,877081000,10-K,2016-12-31,0,2016,2425800000,1625000,482246000,187941000,4289072000,4289072000,1569994000,855806000,15731000,4481729000,2017-02-23,0,57840000,EQR,2425800000
0,USD,1024241000,10-K,2015-12-31,0,2015,2744965000,917000,444069000,37898000,863277000,863277000,1736145000,1008820000,-1000,908935000,2016-02-25,0,65082000,EQR,2744965000
0,USD,1132338000,10-K,2014-12-31,0,2014,2614748000,1402000,457191000,27375000,627163000,627163000,1701681000,913067000,217962000,660085000,2015-02-26,0,50948000,EQR,2614748000
0,USD,485269000,10-K,2013-12-31,0,2013,2387702000,1618000,588150000,74740000,1826468000,1826468000,1978439000,409263000,12227000,1906971000,2014-02-27,0,62179000,EQR,2387702000
