date,fullName,issuerCik,netTransacted,reportedTitle,symbol,totalBought,totalSold
2023-03-29,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-28,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-27,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-26,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2023-03-25,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-03-24,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-23,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-22,"Ficus 2018, LLC",0000910606,,,REG,,
2023-03-21,"Ficus 2018, LLC",0000910606,,,REG,,
2023-03-20,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-03-19,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-18,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-03-17,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-16,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-15,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-14,FICUS INC,0000910606,-4058360,,REG,2000,-4060360
2023-03-13,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-12,"Ficus 2018, LLC",0000910606,,,REG,,
2023-03-11,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-03-10,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-09,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-08,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-03-07,"Ficus 2018, LLC",0000910606,,,REG,,
2023-03-06,SMITH BRIAN M,0000910606,14713,President & COO,REG,15960,-1247
2023-03-05,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-03-04,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-03,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-16,GAZIT FIRST GENERATION LL,0000910606,-4058360,,REG,2000,-4060360
2023-02-15,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-14,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-13,THOMPSON JAMES D.,0000910606,9782,Exec. VP of Operations,REG,111624,-101842
2023-02-12,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-11,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-10,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-02-09,"Ficus 2018, LLC",0000910606,,,REG,,
2023-02-08,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-02-07,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-06,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-02,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-03-01,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-28,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-27,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-02-26,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-25,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-24,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2023-02-23,STEIN MARTIN E JR,0000910606,-405929,Executive Chairman,REG,249206,-655135
2023-02-22,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2023-02-21,"Ficus 2018, LLC",0000910606,,,REG,,
2023-02-20,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-19,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-18,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-17,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-05,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-04,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-03,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-02,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-02-01,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-31,RAMEY H CRAIG,0000910606,33388,,REG,73616,-40228
2023-01-30,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-29,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-28,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2023-01-27,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-26,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-25,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-24,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-23,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-22,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-01-21,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-20,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2023-01-19,RAMEY H CRAIG,0000910606,33388,,REG,73616,-40228
2023-01-18,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-01-17,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-16,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-15,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-14,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-13,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-12,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-11,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-01-10,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-09,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-08,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2023-01-07,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-06,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-05,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-04,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2023-01-03,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-02,"Ficus 2018, LLC",0000910606,,,REG,,
2023-01-01,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2022-12-31,"Ficus 2018, LLC",0000910606,,,REG,,
2022-12-30,"Ficus 2018, LLC",0000910606,,,REG,,
2022-12-29,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-28,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2022-12-27,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2022-12-26,Simmons James H. III,0000910606,3817,,REG,3817,
2022-12-25,"Ficus 2018, LLC",0000910606,,,REG,,
2022-12-24,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-23,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-22,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2022-12-21,"Ficus 2018, LLC",0000910606,,,REG,,
2022-12-20,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-19,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-18,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-17,"Ficus 2018, LLC",0000910606,,,REG,,
2022-12-16,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-15,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-14,GAZIT 1995 INC,0000910606,-4058360,,REG,2000,-4060360
2022-12-13,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-12,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-11,"Ficus 2018, LLC",0000910606,,,REG,,
2023-05-19,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-05-20,SARGEANT THOMAS J,0000915912,169422,CFO,AVB,391242,-221820
2023-05-18,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-17,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-16,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-05-15,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-14,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-05-13,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-12,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-05-11,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-05-10,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-05-09,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-05-08,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-07,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-06,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-05-05,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-04,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-05-03,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-05-02,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-05-01,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-30,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-29,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-28,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-27,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-26,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-25,Schall Benjamin,0000915912,27691,President,AVB,27691,
2023-04-24,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-23,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-22,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-04-21,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-20,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-19,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-04-18,Schall Benjamin,0000915912,27691,President,AVB,27691,
2023-04-17,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-16,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-15,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-14,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-04-13,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-12,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-11,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-10,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-09,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-08,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-07,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-04-06,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-05,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-04,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-04-03,Schall Benjamin,0000915912,27691,President,AVB,27691,
2023-04-02,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-04-01,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-31,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-30,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-29,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-28,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-27,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-26,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-25,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-24,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-23,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-22,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-21,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-20,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-19,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-18,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-17,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-16,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-15,Schall Benjamin,0000915912,27691,President,AVB,27691,
2023-03-14,BLAIR BRYCE,0000915912,-65712,Chairman of the Board,AVB,95753,-161465
2023-03-13,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-12,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-11,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-10,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-09,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-03-08,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-03-07,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-03-06,HAVNER RONALD L JR,0000915912,12247,,AVB,12247,
2023-03-05,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-04,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-03,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-03-02,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-03-01,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-28,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-27,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-02-26,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-25,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-02-24,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-23,HOREY LEO S III,0000915912,187568,Executive Vice President,AVB,341372,-153804
2023-02-22,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-21,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-20,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-19,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-18,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-17,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-16,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-02-15,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-02-14,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-13,Dunn Lili F,0000915912,104931,Senior Vice President,AVB,205315,-100384
2023-02-12,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-11,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-10,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-09,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-08,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-02-07,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-06,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-05,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-04,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-03,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-02-02,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-02-01,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-31,Birenbaum Matthew H.,0000915912,2402,"EVP, Strategy & Portfolio Mgmt",AVB,2402,
2023-01-30,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-29,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-28,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-27,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-26,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-25,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-24,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-01-23,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-22,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-21,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-20,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-19,ROTHKOPF CHARLENE,0000915912,31605,Executive Vice President-HR,AVB,48012,-16407
2023-01-18,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-17,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-16,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-15,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-14,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-13,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-12,WALTER W EDWARD,0000915912,14737,,AVB,15681,-944
2023-01-11,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-10,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-09,Lieb Richard J,0000915912,6744,,AVB,6744,
2023-01-08,Schall Benjamin,0000915912,27691,President,AVB,27691,
2023-01-07,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-06,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-05,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-04,Lynch Nnenna,0000915912,1894,,AVB,1894,
2023-01-03,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-02,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2023-01-01,RUMMELL PETER S,0000915912,11883,,AVB,11883,
2022-12-10,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-09,Simmons James H. III,0000910606,3817,,REG,3817,
2022-12-08,Prigge Scott R.,0000910606,,Managing Director,REG,,
2022-12-07,Simmons James H. III,0000910606,3817,,REG,3817,
2022-12-06,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2022-12-04,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-05,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-03,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2022-12-02,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-12-01,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2022-11-30,"Ficus 2018, LLC",0000910606,,,REG,,
2022-11-29,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-14,GAZIT FIRST GENERATION LL,0000910606,-4058360,,REG,2000,-4060360
2022-11-13,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2022-11-12,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-11,"Ficus 2018, LLC",0000910606,,,REG,,
2022-11-10,"Ficus 2018, LLC",0000910606,,,REG,,
2022-11-09,RAMEY H CRAIG,0000910606,33388,,REG,73616,-40228
2022-11-08,Simmons James H. III,0000910606,3817,,REG,3817,
2022-11-07,FIALA MARY LOU,0000910606,-22497,Chief Operating Officer,REG,13034,-35531
2022-11-06,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-05,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-04,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-03,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-02,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-01,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-28,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-27,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-26,"Ficus 2018, LLC",0000910606,,,REG,,
2022-11-25,GAZIT FIRST GENERATION LL,0000910606,-4058360,,REG,2000,-4060360
2022-11-24,Simmons James H. III,0000910606,3817,,REG,3817,
2022-11-23,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2022-11-22,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-21,Simmons James H. III,0000910606,3817,,REG,3817,
2022-11-20,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-19,PALMER LISA,0000910606,47228,President and CFO,REG,150880,-103652
2022-11-18,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-17,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-11-16,"Ficus 2018, LLC",0000910606,,,REG,,
2022-11-15,Krejs Patrick P.,0000910606,12530,Managing Director,REG,14464,-1934
2022-10-17,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2022-10-16,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-10-15,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-10-14,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-10-13,"Ficus 2018, LLC",0000910606,,,REG,,
2022-10-12,"Ficus 2018, LLC",0000910606,,,REG,,
2022-10-11,GAZIT FIRST GENERATION LL,0000910606,-4058360,,REG,2000,-4060360
2022-10-10,Simmons James H. III,0000910606,3817,,REG,3817,
2022-10-09,FIALA MARY LOU,0000910606,179,President and COO,REG,152988,-152809
2022-10-08,"Ficus 2018, LLC",0000910606,,,REG,,
2022-10-31,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
